"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN RABI CONSUMPTION (tons)","PHOSPHATE RABI CONSUMPTION (tons)","POTASH RABI CONSUMPTION (tons)","TOTAL RABI CONSUMPTION (tons)"
"119","1993","7","Maharashtra","Bhandara","4958.0","1142.0","188.0","6288.0"
"119","1994","7","Maharashtra","Bhandara","9417.0","2431.0","615.0","12463.0"
"119","1995","7","Maharashtra","Bhandara","5986.0","1391.0","582.0","7959.0"
"119","1996","7","Maharashtra","Bhandara","5720.0","1811.0","881.0","8412.0"
"119","1997","7","Maharashtra","Bhandara","5149.0","1906.0","56.0","7111.0"
"119","1998","7","Maharashtra","Bhandara","-1.0","-1.0","-1.0","-1.0"
"119","1999","7","Maharashtra","Bhandara","-1.0","-1.0","-1.0","-1.0"
"119","2000","7","Maharashtra","Bhandara","5197.0","1920.0","632.0","7749.0"
"119","2001","7","Maharashtra","Bhandara","5454.0","2391.0","875.0","8720.0"
"119","2002","7","Maharashtra","Bhandara","7310.0","3500.0","1460.0","12270.0"
"119","2003","7","Maharashtra","Bhandara","6768.0","3621.0","1205.0","11594.0"
"119","2004","7","Maharashtra","Bhandara","4552.0","2128.0","721.0","7401.0"
"119","2005","7","Maharashtra","Bhandara","7317.0","3490.0","1065.0","11872.0"
"119","2006","7","Maharashtra","Bhandara","8044.0","3321.0","1120.0","12485.0"
"119","2007","7","Maharashtra","Bhandara","8855.0","3839.0","1836.0","14530.0"
"119","2008","7","Maharashtra","Bhandara","3459.0","1881.0","485.0","5825.0"
"119","2009","7","Maharashtra","Bhandara","5995.0","4032.0","1095.0","11122.0"
"119","2010","7","Maharashtra","Bhandara","9404.0","4311.0","897.0","14612.0"
"119","2011","7","Maharashtra","Bhandara","11695.0","6491.0","1689.0","19875.0"
"119","2012","7","Maharashtra","Bhandara","8533.0","4391.0","909.0","13833.0"
"119","2013","7","Maharashtra","Bhandara","10842.0","7014.0","496.0","18352.0"
"119","2014","7","Maharashtra","Bhandara","12006.0","6113.0","755.0","18874.0"
"119","2015","7","Maharashtra","Bhandara","15084.0","9348.0","766.0","25198.0"
"119","2016","7","Maharashtra","Bhandara","13648.0","9704.0","853.0","24205.0"
"119","2017","7","Maharashtra","Bhandara","9745.0","6276.0","466.0","16487.0"
"120","1990","7","Maharashtra","Chandrapur","3760.0","1756.0","874.0","6390.0"
"120","1991","7","Maharashtra","Chandrapur","2648.0","1130.0","250.0","4028.0"
"120","1992","7","Maharashtra","Chandrapur","2648.0","1130.0","250.0","4028.0"
"120","1993","7","Maharashtra","Chandrapur","2779.0","502.0","117.0","3398.0"
"120","1994","7","Maharashtra","Chandrapur","2815.0","1421.0","292.0","4528.0"
"120","1995","7","Maharashtra","Chandrapur","3290.0","1032.0","332.0","4654.0"
"120","1996","7","Maharashtra","Chandrapur","5598.0","1043.0","276.0","6917.0"
"120","1997","7","Maharashtra","Chandrapur","7065.0","2163.0","809.0","10037.0"
"120","1998","7","Maharashtra","Chandrapur","-1.0","-1.0","-1.0","-1.0"
"120","1999","7","Maharashtra","Chandrapur","-1.0","-1.0","-1.0","-1.0"
"120","2000","7","Maharashtra","Chandrapur","5893.0","2577.0","1478.0","9948.0"
"120","2001","7","Maharashtra","Chandrapur","7790.0","3372.0","1260.0","12422.0"
"120","2002","7","Maharashtra","Chandrapur","7382.0","4002.0","1409.0","12793.0"
"120","2003","7","Maharashtra","Chandrapur","8910.0","4201.0","678.0","13789.0"
"120","2004","7","Maharashtra","Chandrapur","4786.0","2980.0","1670.0","9436.0"
"120","2005","7","Maharashtra","Chandrapur","6608.0","3764.0","587.0","10959.0"
"120","2006","7","Maharashtra","Chandrapur","7262.0","3591.0","623.0","11476.0"
"120","2007","7","Maharashtra","Chandrapur","7926.0","3066.0","1020.0","12012.0"
"120","2008","7","Maharashtra","Chandrapur","4084.0","2544.0","628.0","7256.0"
"120","2009","7","Maharashtra","Chandrapur","5037.0","3042.0","2804.0","10883.0"
"120","2010","7","Maharashtra","Chandrapur","14343.0","5342.0","1555.0","21240.0"
"120","2011","7","Maharashtra","Chandrapur","17942.0","10941.0","4058.0","32941.0"
"120","2012","7","Maharashtra","Chandrapur","12933.0","4512.0","1184.0","18629.0"
"120","2013","7","Maharashtra","Chandrapur","10415.0","9355.0","934.0","20704.0"
"120","2014","7","Maharashtra","Chandrapur","13866.0","8039.0","1892.0","23797.0"
"120","2015","7","Maharashtra","Chandrapur","15233.0","11442.0","2541.0","29216.0"
"120","2016","7","Maharashtra","Chandrapur","11506.0","8247.0","1295.0","21048.0"
"120","2017","7","Maharashtra","Chandrapur","8975.0","6840.0","1208.0","17023.0"
